"submitted_item" "validated_id" "current_symbol"
"437" "FBgn0033168" "FBgn0033168" "CG11145"
"438" "FBgn0034800" "FBgn0034800" "CG3788"
"439" "FBgn0036705" "FBgn0036705" "CG13723"
"440" "FBgn0036488" "FBgn0036488" "CG6878"
"441" "FBgn0031786" "FBgn0031786" "CG13989"
"442" "FBgn0035047" "FBgn0035047" "Pof"
"443" "FBgn0039501" "FBgn0039501" "TTLL6B"
"444" "FBgn0040953" "FBgn0042189" "CG17376"
"445" "FBgn0029539" "FBgn0029539" "CG11663"
"446" "FBgn0028850" "FBgn0028850" "CG15260"
"447" "FBgn0034882" "FBgn0034882" "Eglp1"
"448" "FBgn0031163" "FBgn0287645" "ccb"
"449" "FBgn0033364" "FBgn0033364" "CG13747"
"450" "FBgn0032424" "FBgn0032424" "CG17010"
"451" "FBgn0016120" "FBgn0016120" "ATPsynD"
"452" "FBgn0036763" "FBgn0036763" "TrpRS-m"
"453" "FBgn0038423" "FBgn0038423" "CG10317"
"454" "FBgn0032777" "FBgn0041789" "Pax"
"455" "FBgn0037460" "FBgn0037460" "sowi"
"456" "FBgn0039071" "FBgn0039071" "bb8"
"457" "FBgn0038175" "FBgn0267383" "Ubc87F"
"458" "FBgn0031830" "FBgn0031830" "COX5B"
"459" "FBgn0033860" "FBgn0033860" "S-Lap5"
"460" "FBgn0032927" "FBgn0010100" "mAcon1"
"461" "FBgn0028883" "FBgn0028883" "CG4959"
"462" "FBgn0026780" "FBgn0011227" "ox"
"463" "FBgn0034479" "FBgn0034479" "CG8654"
"464" "FBgn0039707" "FBgn0039707" "Prtl99C"
"465" "FBgn0038575" "FBgn0038575" "CG7208"
"466" "FBgn0019957" "FBgn0019957" "ND-42"
"467" "FBgn0032563" "FBgn0032563" "CG15258"
"468" "FBgn0032755" "FBgn0032755" "CG17344"
"469" "FBgn0035709" "FBgn0035709" "eIF4E4"
"470" "FBgn0040773" "FBgn0040773" "COX7C"
"471" "FBgn0035598" "FBgn0035598" "CG4669"
"472" "FBgn0034123" "FBgn0029153" "Menl-2"
"473" "FBgn0003132" "FBgn0003132" "Pp1-13C"
"474" "FBgn0035196" "FBgn0035196" "Bfc"
"475" "FBgn0031367" "FBgn0031367" "c-cup"
"476" "FBgn0032464" "FBgn0032464" "Vha68-3"
"477" "FBgn0030677" "FBgn0026666" "MagR"
"478" "FBgn0037388" "FBgn0037388" "CG14676"
"479" "FBgn0000093" "FBgn0086915" "Mst77F"
"480" "FBgn0013300" "FBgn0013300" "ProtA"
"481" "FBgn0010213" "FBgn0010213" "Sod2"
"482" "FBgn0031849" "FBgn0031849" "CG11327"
"483" "FBgn0039797" "FBgn0039797" "eIF4H2"
"484" "FBgn0036087" "FBgn0052062" "Rbfox1"
"485" "FBgn0034127" "FBgn0034127" "CG7848"
"486" "FBgn0033570" "FBgn0033570" "ND-B14"
"487" "FBgn0037828" "FBgn0037828" "tomboy20"
"488" "FBgn0040648" "FBgn0040648" "CG11666"
"489" "FBgn0037807" "FBgn0037807" "CG6293"
"490" "FBgn0031505" "FBgn0031505" "ND-B14.5B"
