"submitted_item" "validated_id" "current_symbol"
"461" "FBgn0032397" "FBgn0032397" "Tom70"
"462" "FBgn0037913" "FBgn0037913" "fabp"
"463" "FBgn0036926" "FBgn0036926" "CG7646"
"464" "FBgn0028370" "FBgn0028370" "kek3"
"465" "FBgn0036186" "FBgn0036186" "CG6071"
"466" "FBgn0032833" "FBgn0032833" "COX4"
"467" "FBgn0035776" "FBgn0035776" "CG8564"
"468" "FBgn0037950" "FBgn0037950" "HisCl1"
"469" "FBgn0033884" "FBgn0033884" "CG13344"
"470" "FBgn0002773" "FBgn0002773" "Mlc2"
"471" "FBgn0001263" "FBgn0001263" "inaD"
"472" "FBgn0037805" "FBgn0262617" "Nuak"
"473" "FBgn0033054" "FBgn0033054" "CG14591"
"474" "FBgn0033793" "FBgn0033793" "CG3955"
"475" "FBgn0053197" "FBgn0265487" "mbl"
"476" "FBgn0039277" "FBgn0039277" "Nepl16"
"477" "FBgn0030366" "FBgn0030366" "Usp7"
"478" "FBgn0040943" "FBgn0083167" "Neb-cGP"
"479" "FBgn0016119" "FBgn0016119" "ATPsynCF6"
"480" "FBgn0035087" "FBgn0035087" "CG2765"
"481" "FBgn0030710" "FBgn0030710" "CG8924"
"482" "FBgn0039112" "FBgn0039112" "SdhD"
"483" "FBgn0035335" "FBgn0035335" "mRpL23"
"484" "FBgn0038042" "FBgn0038042" "Scgβ"
"485" "FBgn0038973" "FBgn0038973" "Pebp1"
"486" "FBgn0040716" "FBgn0053516" "dpr3"
"487" "FBgn0036669" "FBgn0259794" "sinah"
"488" "FBgn0034505" "FBgn0034505" "CG16739"
"489" "FBgn0032817" "FBgn0032817" "CG10631"
